Description	Price	Prime	URL	Stars
Samsung Galaxy Chromebook Go, Computer Portatile XE340XDA-KA1IT Chrome OS, Processore Intel Celeron, Display Screen 14” Full HD LED, RAM 4GB, Memoria eMMC 64GB, USB-C, Silver (Versione Italiana)	225,	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo2NjM4Mjk5MzMzNjk1MTc4OjE3MzIwOTk2MjY6c3BfYXRmOjMwMDM5Mjg4MDI5MDQzMjo6MDo6&url=%2FChromebook-Computer-Portatile-XE340XDA-KA1IT-Processore%2Fdp%2FB09BN3MFH8%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6OYflXMPDdSPtGo2sSEZ346JfVyveXUaEVAWzxh6kSk3GE7bSZb7LOIz99HKtO4mtg.Kzp6UeUQ82ygTUPBX2WY-w2irb8i9oercOOsgrND33E%26dib_tag%3Dse%26keywords%3Dcomputer%26nsdOptOutParam%3Dtrue%26qid%3D1732099626%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1	4,3 su 5 stelle
"HP 250 G9 Computer portatile Display 15.6"" 1366 x 768 Pixel Intel N4500 8 GB DDR4-SDRAM 256GB SSD Wi-Fi OPEN OFFICE W11"	279,	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo2NjM4Mjk5MzMzNjk1MTc4OjE3MzIwOTk2MjY6c3BfYXRmOjMwMDI3MDQ3ODkzNjczMjo6MDo6&url=%2FHP-250-G9-portatile-DDR4-SDRAM%2Fdp%2FB0CV14JFZ6%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6OYflXMPDdSPtGo2sSEZ346JfVyveXUaEVAWzxh6kSk3GE7bSZb7LOIz99HKtO4mtg.Kzp6UeUQ82ygTUPBX2WY-w2irb8i9oercOOsgrND33E%26dib_tag%3Dse%26keywords%3Dcomputer%26nsdOptOutParam%3Dtrue%26qid%3D1732099626%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1	4,2 su 5 stelle
"HP 250 G9, Computer portatile con Libre Office, Display 15.6"" HD 1366 x 768, Intel N4500 8 GB 256 GB SSD Wi-Fi Windows 11 + Mouse e Borsa in Omaggio"	349,	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo2NjM4Mjk5MzMzNjk1MTc4OjE3MzIwOTk2MjY6c3BfYXRmOjMwMDMxNzgxODk1NzQzMjo6MDo6&url=%2FHP-250-G9-Computer-portatile%2Fdp%2FB0DFMR92R3%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6OYflXMPDdSPtGo2sSEZ346JfVyveXUaEVAWzxh6kSk3GE7bSZb7LOIz99HKtO4mtg.Kzp6UeUQ82ygTUPBX2WY-w2irb8i9oercOOsgrND33E%26dib_tag%3Dse%26keywords%3Dcomputer%26nsdOptOutParam%3Dtrue%26qid%3D1732099626%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1	N/A
"FUNYET Portatile da 15.6"" Celeron N4000, Portatile PC 8GB RAM LPDDR4 256GB SSD, Laptop Computer Convertibile a 180° IPS FHD 1920 * 1080, BT5.0, USB3.0, HDMI,Slot per Scheda TF, WIFI"	269,	True	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo2NjM4Mjk5MzMzNjk1MTc4OjE3MzIwOTk2MjY6c3BfYXRmOjMwMDMzNjE2OTQwOTEzMjo6MDo6&url=%2FFUNYET-Portatile-N4000-Computer-Convertibile%2Fdp%2FB0DDB41Y8M%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6OYflXMPDdSPtGo2sSEZ346JfVyveXUaEVAWzxh6kSk3GE7bSZb7LOIz99HKtO4mtg.Kzp6UeUQ82ygTUPBX2WY-w2irb8i9oercOOsgrND33E%26dib_tag%3Dse%26keywords%3Dcomputer%26nsdOptOutParam%3Dtrue%26qid%3D1732099626%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA3B31BH6RHOMH2	5,0 su 5 stelle
PC Portatile 14 Pollici Computer Portatile Win 11 256 GB ROM Celeron N4020 2.4G+5G WiFi upto 2.8 GHz Supporta l'espansione SSD 1TB 4.2 USB HDMI Tastiera Italiana Membrana Mouse Senza Fili-Argento	199,	True	https://www.amazon.it/Portatile-Computer-Supporta-lespansione-Fili-Argento/dp/B0D8W8J3JH/ref=sr_1_5?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6OYflXMPDdSPtGo2sSEZ346JfVyveXUaEVAWzxh6kSk3GE7bSZb7LOIz99HKtO4mtg.Kzp6UeUQ82ygTUPBX2WY-w2irb8i9oercOOsgrND33E&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732099626&sr=8-5	4,9 su 5 stelle
PC fisso Computer desktop - Intel Core I7 4770 - Ram 32 GB - SSD 1 TB - Intel HD 4600 - masterizzatore - Wi-Fi interno - Windows 11 Pro - HDMI -VGA - DVI - 6 x USB 2.0-3 x USB 3.0	519,	True	https://www.amazon.it/PC-fisso-Computer-desktop-masterizzatore/dp/B0BBWFCGFH/ref=sr_1_6?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6OYflXMPDdSPtGo2sSEZ346JfVyveXUaEVAWzxh6kSk3GE7bSZb7LOIz99HKtO4mtg.Kzp6UeUQ82ygTUPBX2WY-w2irb8i9oercOOsgrND33E&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732099626&sr=8-6	4,5 su 5 stelle
"HP 250 G9 Computer portatile 39,6 cm (15.6"") 1366 x 768 Pixel Intel N4500 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi Windows 11 Professional"	263,	False	https://www.amazon.it/HP-255-G8-portatile-DDR4-SDRAM/dp/B08T9V1FG9/ref=sr_1_7_mod_primary_new?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6OYflXMPDdSPtGo2sSEZ346JfVyveXUaEVAWzxh6kSk3GE7bSZb7LOIz99HKtO4mtg.Kzp6UeUQ82ygTUPBX2WY-w2irb8i9oercOOsgrND33E&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732099626&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-7	4,4 su 5 stelle
HP, Pc Desktop Pronto All'Uso, Computer Pc Fisso Intel i7, Ram 16Gb, SSD 512Gb, Pacchetto Libre Office, Windows 10 Pro (Ricondizionato)	138,	False	https://www.amazon.it/HP-Desktop-Computer-Pacchetto-Ricondizionato/dp/B0BT1Q51TP/ref=sr_1_8?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6OYflXMPDdSPtGo2sSEZ346JfVyveXUaEVAWzxh6kSk3GE7bSZb7LOIz99HKtO4mtg.Kzp6UeUQ82ygTUPBX2WY-w2irb8i9oercOOsgrND33E&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732099626&sr=8-8	4,2 su 5 stelle
PC fisso Computer desktop - Intel Core I7 4770 - Ram 32 GB - SSD 1 TB - Scheda Video Nvidia GT 730 4 GB - Masterizzatore DVD - WIFI interno - Windows 11 Pro - HDMI - VGA	599,	True	https://www.amazon.it/PC-fisso-Computer-desktop-Masterizzatore/dp/B0BBWFXPSW/ref=sr_1_9?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6OYflXMPDdSPtGo2sSEZ346JfVyveXUaEVAWzxh6kSk3GE7bSZb7LOIz99HKtO4mtg.Kzp6UeUQ82ygTUPBX2WY-w2irb8i9oercOOsgrND33E&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732099626&sr=8-9	4,3 su 5 stelle
PC fisso Computer Gaming - AMD Ryzen 5-4500 - Ram 32 GB DDR4 - M2 NVME 1 TB - AMD Radeon RX 580 8 GB - WiFi Interno - Windows 11 Pro	699,	True	https://www.amazon.it/PC-fisso-Computer-Gaming-Interno/dp/B0BPB9HSYT/ref=sr_1_10?dib=eyJ2IjoiMSJ9.gA4siWU0wWiXh_cfFrLaQaQNbINXeXTLPlRpqEv4oe2HEsbGArmZcpxgKvvsg9k98E0I02TuBNDZesrQV5tBVxXn8_sjhkxJWas8blmwPx_xDOEF7FrgP7h1fQG_WHmzGzl_Wl_yNMAnWtTwo40iC4Wfo3hrlKlxwf8EWbh3tF5DS3zcqf57LbBL335lnSY0dbud6l-lrZo4TsMMtWqSwGtzGi6chOEjFwUxmWc6C6OYflXMPDdSPtGo2sSEZ346JfVyveXUaEVAWzxh6kSk3GE7bSZb7LOIz99HKtO4mtg.Kzp6UeUQ82ygTUPBX2WY-w2irb8i9oercOOsgrND33E&dib_tag=se&keywords=computer&nsdOptOutParam=true&qid=1732099626&sr=8-10	4,3 su 5 stelle
